Date,Close,Polarity,Prediction,Subjectivity
2018-01-02,52.99,0.08688112533077053,0,0.5867917634548644
2018-01-03,52.34,0.10518770859478006,0,0.568364397692474
2018-01-04,52.67,0.11495665648108813,0,0.5709942059002875
2018-01-05,52.65,0.12574152422536278,0,0.5986640535520751
2018-01-08,52.13,0.11563451765269184,0,0.6024705704715831
2018-01-09,52.08,0.12671540425632635,0,0.5858112652069968
2018-01-10,53.78,0.14851626775106802,0,0.5955295875370924
2018-01-11,56.42,0.13739100735791127,0,0.5854221484475942
2018-01-12,58.47,0.14289636635754108,0,0.5981491853929773
2018-01-16,57.98,0.16005273536585252,0,0.5794759440019024
2018-01-17,58.16,0.17804222880878137,0,0.5871102824695353
2018-01-18,58.34,0.18321933724648304,0,0.594252852683643
2018-01-19,58.06,0.17537594106343585,0,0.5970773741889579
2018-01-22,58.1,0.17650090034502636,0,0.5949962021291444
2018-01-23,58.29,0.17961483260114489,0,0.5916796605326079
2018-01-24,54.79,0.1932456056956577,0,0.5749543052949438
2018-01-25,53.05,0.26093681776673516,0,0.5854115387303775
2018-01-26,53.07,0.20504038937454228,0,0.5897747959562352
2018-01-29,52.68,0.15161558885681425,0,0.5851867440681349
2018-01-30,52.59,0.18080517774617946,0,0.5834616816396984
2018-01-31,54.32,0.20137698533738002,0,0.5945137896945766
2018-02-01,53.88,0.2128205304951814,0,0.5778685977019049
2018-02-02,52.1,0.1985387125801661,0,0.598764935618164
2018-02-05,49.76,0.1268248415482115,0,0.5963873504730484
2018-02-06,51.18,0.17861996618909903,0,0.5795637293802611
2018-02-07,51.4,0.18213563591200507,0,0.5910745294334138
2018-02-08,48.6,0.16910077537656545,0,0.5760717676291462
2018-02-09,48.36,0.16896061365334358,0,0.5914562591392227
2018-02-12,50.09,0.16539256594961133,0,0.6009305454905037
2018-02-13,50.87,0.1886903213020207,0,0.5780612967580452
2018-02-14,51.07,0.18783952058564837,0,0.5706392022642565
2018-02-15,51.67,0.16271679816070098,0,0.5941174245065963
2018-02-16,51.58,0.1545863077562742,0,0.5954173166431538
2018-02-20,51.72,0.15304730658455834,0,0.5919199869559933
2018-02-21,52.78,0.1271303822946622,0,0.5805406214051289
2018-02-22,52.98,0.1613998386947511,0,0.595480734525208
2018-02-23,53.39,0.15586945923723722,0,0.5948566646526203
2018-02-26,55.0,0.15417541119591294,0,0.5844306781431263
2018-02-27,54.26,0.2053586315642754,0,0.5678962584188402
2018-02-28,54.25,0.18233886605408509,0,0.5868186732577529
2018-03-01,53.48,0.15606100490703345,0,0.5847529598187372
2018-03-02,53.18,0.10827257268299495,0,0.570037025917346
2018-03-05,53.19,0.15570620524535106,0,0.586281318674742
2018-03-06,53.57,0.15490337138558638,0,0.5690784807088254
2018-03-07,54.11,0.17321491437427197,0,0.5740843419499049
2018-03-08,54.79,0.14965614233012253,0,0.562921903212165
2018-03-09,56.07,0.1584667149633681,0,0.5871756227870929
2018-03-12,56.5,0.19098586198122083,0,0.5827860463567599
2018-03-13,56.23,0.16185629101569984,0,0.5949195807272735
2018-03-14,55.28,0.1540625645052643,0,0.575085669760941
2018-03-15,55.17,0.15927662840698747,0,0.5634572505876381
2018-03-16,55.4,0.16980890298057608,0,0.591231612236726
2018-03-19,54.62,0.15150116693670665,0,0.5859493089087805
2018-03-20,55.32,0.13635688889938663,0,0.5796155905426496
2018-03-21,54.09,0.1317305439798818,0,0.5897116578691601
2018-03-22,52.31,0.15881170423784824,0,0.5910497646397563
2018-03-23,51.01,0.12031980663254313,0,0.5911780408809982
2018-03-26,51.86,0.18534412501461567,0,0.5847496822154252
2018-03-27,50.9,0.1785913954423576,0,0.5871577228858237
2018-03-28,50.85,0.14921849999120382,0,0.5676588020802337
2018-03-29,51.96,0.17468148776426384,0,0.5937321300653569
2018-04-02,49.78,0.12410091604508103,0,0.6154021380156784
2018-04-03,51.47,0.20936781158189882,0,0.6074203292740057
2018-04-04,52.04,0.10563439785224792,0,0.601477708212292
2018-04-05,52.14,0.15703922834369136,0,0.5994341752162095
2018-04-06,50.29,0.18500834436378913,0,0.6080420043380329
2018-04-09,49.82,0.13248697740139193,0,0.5877495431320365
2018-04-10,47.46,0.18888632192781185,0,0.600031145349296
2018-04-11,45.4,0.1669829331072804,0,0.5946686066172463
2018-04-12,46.57,0.1883078433722122,0,0.5988918413195481
2018-04-13,45.87,0.15860368309901507,0,0.6249921800165935
2018-04-16,46.4,0.1082946977421353,0,0.6005365492359578
2018-04-17,45.75,0.15934488892465548,0,0.5761876933737242
2018-04-18,47.76,0.19450575198894499,0,0.5990025542352763
2018-04-19,46.88,0.18179716546886932,0,0.5983213506457989
2018-04-20,46.78,0.1930489692838665,0,0.5944057757341155
2018-04-23,46.68,0.1590542856170441,0,0.5860943862721268
2018-04-24,45.69,0.1731427096094516,0,0.5811624510491801
2018-04-25,45.25,0.15916304675676657,0,0.5876087805474999
2018-04-26,42.37,0.15647667608684515,0,0.5675006565913123
2018-04-27,43.4,0.09163568351116862,0,0.6159281920009291
2018-04-30,42.93,0.07500888969515186,0,0.5715783294654948
2018-05-01,43.36,0.13560092995518128,0,0.5623225132516189
2018-05-02,42.24,0.16618570913394518,0,0.5849464468962586
2018-05-03,42.11,0.1430960421230835,0,0.5917919648438014
2018-05-04,42.86,0.17277678595070273,0,0.6105364043081863
2018-05-07,42.44,0.13513873004115462,0,0.5850392704124765
2018-05-08,43.0,0.16102468576489537,0,0.5849806212600682
2018-05-09,41.5,0.15380118706767265,0,0.588402590018635
2018-05-10,42.04,0.11988115204734175,0,0.5918718983714368
2018-05-11,42.6,0.11881745955773797,0,0.5915841389231347
2018-05-14,42.46,0.0988375809997566,0,0.586738134581782
2018-05-15,43.19,0.13671802402562544,0,0.5907348233427913
2018-05-16,44.06,0.09311115700635697,0,0.5788344871490325
2018-05-17,43.63,0.1282171192252892,0,0.5910449531589818
2018-05-18,43.38,0.10021778818615365,0,0.5908815115945755
2018-05-21,44.28,0.10174901742349164,0,0.589037675594134
2018-05-22,42.88,0.14101008039923227,0,0.6007509888666956
2018-05-23,42.8,0.12070811461648459,0,0.5802122984150795
2018-05-24,43.56,0.10821487834553907,0,0.585906868043609
2018-05-25,44.91,0.14737752957197264,0,0.605815811045428
2018-05-29,43.59,0.13278387123234187,0,0.5856182875125351
2018-05-30,43.3,0.1267170308651134,0,0.5969893471024382
2018-05-31,43.54,0.11548120768396061,0,0.5992767126156995
2018-06-01,44.0,0.08050543988391504,0,0.5982741793086573
2018-06-04,44.86,0.12634075307670362,0,0.6024781638829302
2018-06-05,44.18,0.14519838339727761,0,0.5689880600627123
2018-06-06,44.19,0.16381656968539926,0,0.543523745821904
2018-06-07,43.84,0.17213470998864497,0,0.5966459715927845
2018-06-08,43.11,0.09546032983549314,0,0.5913634865367108
2018-06-11,44.16,0.10198860721758171,0,0.5811240871177147
2018-06-12,43.41,0.11581119701929087,0,0.5909194517622832
2018-06-13,42.92,0.10932753559205764,0,0.5674803360679925
2018-06-14,43.08,0.13135457497276615,0,0.5867187790426137
2018-06-15,42.77,0.09206191095819792,0,0.5757770329227867
2018-06-18,42.44,0.09660490316886378,0,0.579627760886159
2018-06-19,41.51,0.09902677128360311,0,0.5749364810741145
2018-06-20,42.03,0.10659337154309459,0,0.5758308383441298
2018-06-21,41.49,0.07431269200567538,0,0.593191710500316
2018-06-22,41.35,0.12431191584029387,0,0.5707631601958275
2018-06-25,39.68,0.09206449845690852,0,0.5715323718355315
2018-06-26,39.09,0.10824319827621179,0,0.5838967914956716
2018-06-27,38.26,0.1176895037191026,0,0.5922329381797103
2018-06-28,38.2,0.11380197111127263,0,0.5826170116976417
2018-06-29,37.96,0.11203606115612236,0,0.5921768153844048
2018-07-02,38.36,0.08152968884287083,0,0.5669117821222472
2018-07-03,37.75,0.10276570726062782,0,0.5802613022448369
2018-07-05,37.99,0.14015081028646237,0,0.5957006219424551
2018-07-06,38.09,0.11762009728543467,0,0.5901202482475187
2018-07-09,39.31,0.13931841915363796,0,0.578362310397181
2018-07-10,39.12,0.13309835188381947,0,0.5657025016067537
2018-07-11,35.96,0.1391950474369966,0,0.5834348853847018
2018-07-12,36.33,0.11075076100559471,0,0.5932673649369842
2018-07-13,37.12,0.10289244843860225,0,0.5923628090096261
2018-07-16,37.28,0.12709687930140853,0,0.5718581790553757
2018-07-17,37.38,0.10494574539052476,0,0.5759911444582795
2018-07-18,38.37,0.14744879694571808,0,0.5823650792242344
2018-07-19,38.13,0.12140894878848636,0,0.5897993753699781
2018-07-20,37.88,0.10900260378241763,0,0.5820165290612815
2018-07-23,38.04,0.06834251133868631,0,0.5722820435751954
2018-07-24,37.45,0.06209263606239759,0,0.5753352155261436
2018-07-25,38.19,0.11907965569549066,0,0.581106285866288
2018-07-26,40.02,0.1011203022785185,0,0.5799757862995245
2018-07-27,39.69,0.1130613321228564,0,0.5865323628272665
2018-07-30,38.97,0.11398777493592621,0,0.5857102663886724
2018-07-31,39.54,0.130495059804606,0,0.5945669829691381
2018-08-01,38.14,0.12177240012830916,0,0.5938103909923907
2018-08-02,37.93,0.11368073312115388,0,0.5815393509528083
2018-08-03,38.42,0.06351296651033089,0,0.5676920238182181
2018-08-06,38.41,0.1270685283142566,0,0.572091533446457
2018-08-07,38.26,0.08781955789771344,0,0.5628998632274882
2018-08-08,38.38,0.0973010655751544,0,0.575406083558148
2018-08-09,37.92,0.14135252162313333,0,0.5838530907020545
2018-08-10,37.26,0.08283554241719526,0,0.5782662248527831
2018-08-13,36.79,0.08436224908956795,0,0.5796840065282121
2018-08-14,37.09,0.06896199126103195,0,0.5854257286294426
2018-08-15,37.44,0.11473714540405604,0,0.5941239407836433
2018-08-16,38.16,0.07551874610691817,0,0.6282282294793777
2018-08-17,37.79,0.11613745324345699,0,0.5873814455746171
2018-08-20,39.99,0.09458410154511936,0,0.580433127175599
2018-08-21,40.33,0.13041355365362883,0,0.583028921607941
2018-08-22,39.19,0.127628402391214,0,0.5955490649342012
2018-08-23,38.83,0.15144287522074895,0,0.597010881874744
2018-08-24,38.82,0.1450823703755063,0,0.590382545578975
2018-08-27,39.52,0.137844237907352,0,0.577953741250993
2018-08-28,40.69,0.14542482780266386,0,0.5774713304316931
2018-08-29,40.5,0.15425690310199175,0,0.5840190293866756
2018-08-30,40.4,0.1671649217412591,0,0.5922716426235141
2018-08-31,40.48,0.1468002897572647,0,0.603504855792215
2018-09-04,40.77,0.13614363068753468,0,0.6023243260822672
2018-09-05,39.67,0.18942854375415316,0,0.5809039092661613
2018-09-06,38.48,0.1532494696739571,0,0.583569778111054
2018-09-07,38.43,0.11697704935943998,0,0.5874943180977565
2018-09-10,39.43,0.15432228478090915,0,0.5808065719587645
2018-09-11,40.18,0.13301491460643775,0,0.5185376854424801
2018-09-12,39.26,0.18178492466401255,0,0.5731800509455882
2018-09-13,39.48,0.1966119628975055,0,0.5850455707083135
2018-09-14,39.74,0.16577284950362664,0,0.5954700334249962
2018-09-17,40.32,0.14871865427703992,0,0.5885414031987658
2018-09-18,40.79,0.16810309945244217,0,0.5695585531275189
2018-09-19,41.6,0.18734282751365464,0,0.5868902809968547
2018-09-20,41.89,0.15855666851076153,0,0.5652533652286148
2018-09-21,43.6,0.12614167743912721,0,0.5781430923126348
2018-09-24,41.98,0.12780958084703048,0,0.5854122271408657
2018-09-25,40.81,0.148514683931326,0,0.5816292894704598
2018-09-26,41.04,0.16023773368638672,0,0.5753312534972823
2018-09-27,41.5,0.13944318009502657,0,0.5834782163429351
2018-09-28,41.33,0.10985358347903017,0,0.5816207242812858
2018-10-01,39.61,0.11503375726685432,0,0.5953183080773962
2018-10-02,38.5,0.13331675955619524,0,0.5904039037473826
2018-10-03,38.8,0.25997151183030254,0,0.6230034578671083
2018-10-04,37.92,0.37879814626880365,0,0.6829215832123691
2018-10-05,36.44,0.19318166878376566,0,0.6044544180704314
2018-10-08,35.9,0.09273884670616404,0,0.5945597233459594
2018-10-09,33.55,0.13466559235634293,0,0.5892813940051245
2018-10-10,31.61,0.101939353627434,0,0.5521029615577838
2018-10-11,31.27,0.15059486814554768,0,0.5848484970996329
2018-10-12,30.91,0.13448995922672485,0,0.5944599000822495
2018-10-15,31.78,0.09620879724773888,0,0.5834046602570482
2018-10-16,33.28,0.14143757462535364,0,0.5900614529159941
2018-10-17,33.57,0.18141976323615894,0,0.58610355970097
2018-10-18,32.06,0.1428093490192849,0,0.5755372292711426
2018-10-19,32.04,0.13155664355139943,0,0.59390563869617
2018-10-22,32.16,0.16454538713721123,0,0.600308866594711
2018-10-23,32.38,0.17055489963789272,0,0.5615176523117138
2018-10-24,30.34,0.20191939789585484,0,0.5766693917478867
2018-10-25,32.37,0.15145793004591043,0,0.5938425117615902
2018-10-26,32.46,0.17535591862323227,0,0.5860262570370506
2018-10-29,32.6,0.16439421285782904,0,0.5932870341587939
2018-10-30,34.66,0.19652312833863095,0,0.5941301213023651
2018-10-31,35.08,0.19336741833922982,0,0.5848472310570316
2018-11-01,36.37,0.14557683569960878,0,0.5964039139071011
2018-11-02,36.33,0.13776395751207618,0,0.5807111851974945
2018-11-05,35.72,0.10497146766747929,0,0.585790513682104
2018-11-06,35.17,0.12996358318692997,0,0.5897759820277906
2018-11-07,36.97,0.14305162936535334,0,0.5730850509343881
2018-11-08,36.86,0.1527021050732211,0,0.5907444114248537
2018-11-09,36.22,0.1211475026674019,0,0.5758688354168859
2018-11-12,36.86,0.17139470536636828,0,0.5854383906228982
2018-11-13,37.78,0.13891152523600778,0,0.5660576085456618
2018-11-14,38.11,0.1566927778210965,0,0.5742992495469991
2018-11-15,37.82,0.1226548347020057,0,0.601030887441144
2018-11-16,36.75,0.06051191664736314,0,0.5898119627232835
